Gender,Ever_Married,Age,Graduated,Profession,Spending_Score,Family_Size,Var_1,Work_Experience_Cleaned
Female,Yes,35,Yes,Engineer,Average,2.0,Cat_6,
Male,No,23,No,Healthcare,Low,7.0,Cat_3,1.0
Female,No,25,No,Doctor,Low,3.0,Cat_6,1.0
Male,No,33,No,Entertainment,Low,1.0,Cat_6,1.0
Male,No,35,Yes,Artist,Low,2.0,Cat_4,
Female,Yes,52,Yes,Engineer,Low,1.0,Cat_3,4.0
Male,No,25,Yes,Artist,Low,3.0,Cat_6,13.0
Female,No,28,No,Healthcare,Low,4.0,Cat_6,
Male,Yes,53,Yes,Executive,Low,2.0,Cat_2,
Female,No,46,Yes,Marketing,Low,1.0,Cat_6,1.0
Female,Yes,40,Yes,Artist,Average,5.0,Cat_4,4.0
Female,Yes,35,Yes,Artist,Average,2.0,Cat_6,2.0
Female,Yes,49,Yes,Artist,Average,5.0,Cat_6,
Male,Yes,82,No,Executive,High,2.0,Cat_6,1.0
Female,No,32,Yes,Healthcare,Low,2.0,Cat_6,3.0
Male,No,45,Yes,Marketing,Low,1.0,Cat_3,
Female,No,30,No,Engineer,Low,3.0,Cat_6,
Female,Yes,73,No,Engineer,Low,,,1.0
Male,No,31,No,Doctor,Low,1.0,Cat_6,
Female,No,42,Yes,Engineer,Low,1.0,Cat_6,6.0
Female,Yes,52,Yes,Artist,Low,2.0,Cat_6,9.0
Female,Yes,37,Yes,Artist,Average,3.0,Cat_6,5.0
Male,Yes,47,No,Artist,Average,4.0,Cat_6,
Male,Yes,49,Yes,Artist,Low,2.0,Cat_6,1.0
Male,Yes,51,Yes,Engineer,Low,2.0,Cat_6,1.0
Female,No,35,Yes,Healthcare,Low,1.0,Cat_2,
Male,Yes,51,No,Entertainment,Average,5.0,Cat_4,1.0
Female,Yes,56,No,Engineer,Average,5.0,Cat_6,1.0
Male,No,29,No,Healthcare,Low,3.0,Cat_6,1.0
Female,Yes,42,Yes,Artist,Low,1.0,Cat_6,8.0
Female,No,29,No,Entertainment,Low,2.0,Cat_3,
Female,Yes,87,No,Entertainment,High,3.0,Cat_6,
Male,Yes,37,Yes,Marketing,Low,2.0,Cat_6,1.0
Female,Yes,51,Yes,Entertainment,Average,2.0,Cat_4,
Female,No,30,No,Doctor,Low,4.0,Cat_6,
Female,No,29,No,Homemaker,Low,1.0,Cat_4,8.0
Male,Yes,55,Yes,Artist,Average,2.0,Cat_2,8.0
Male,Yes,71,Yes,Lawyer,Average,2.0,Cat_6,
Male,No,21,No,Healthcare,Low,4.0,Cat_6,1.0
Female,No,23,No,Healthcare,Low,4.0,,
Female,Yes,38,No,Entertainment,Low,1.0,Cat_6,4.0
Female,No,56,No,Engineer,Low,1.0,Cat_6,
Male,No,22,No,Healthcare,Low,4.0,Cat_4,1.0
Female,No,22,No,Marketing,Low,2.0,Cat_1,1.0
Male,Yes,63,Yes,Entertainment,Low,1.0,Cat_6,
Female,Yes,43,Yes,Engineer,High,4.0,Cat_3,
Female,Yes,88,Yes,Artist,High,2.0,Cat_6,1.0
Female,Yes,43,Yes,Artist,Average,2.0,Cat_4,5.0
Male,No,29,,Entertainment,Low,9.0,Cat_6,8.0
Female,Yes,28,Yes,Healthcare,Average,2.0,Cat_6,
Female,Yes,57,Yes,Artist,Average,3.0,Cat_6,7.0
Female,No,41,No,Doctor,Low,1.0,Cat_6,
Female,Yes,50,Yes,Entertainment,Average,4.0,Cat_2,
Male,No,25,No,Healthcare,Low,4.0,Cat_3,
Male,Yes,71,No,Lawyer,Low,1.0,Cat_6,
Female,No,35,Yes,Engineer,Low,4.0,Cat_2,4.0
Male,No,32,No,Artist,Low,4.0,Cat_5,
Female,No,25,Yes,Healthcare,Low,3.0,Cat_3,5.0
Male,No,29,No,Healthcare,Low,3.0,Cat_6,6.0
Female,No,42,Yes,Doctor,Low,1.0,Cat_4,
Female,No,48,No,Healthcare,Low,4.0,Cat_6,
Female,No,31,No,Homemaker,Low,1.0,Cat_6,8.0
Male,No,26,Yes,Healthcare,Low,2.0,Cat_6,8.0
Male,Yes,50,Yes,Artist,Average,2.0,Cat_6,
Female,Yes,33,No,Artist,Low,2.0,Cat_1,
Male,Yes,61,Yes,Entertainment,Average,2.0,Cat_6,
Male,Yes,70,Yes,Executive,High,2.0,Cat_6,1.0
Male,Yes,87,No,Executive,Low,2.0,Cat_6,1.0
Male,Yes,49,Yes,Artist,Average,2.0,Cat_6,3.0
Male,Yes,39,Yes,Healthcare,Average,2.0,Cat_6,1.0
Male,Yes,57,Yes,Homemaker,High,2.0,Cat_6,5.0
Female,Yes,70,No,Engineer,Average,2.0,Cat_4,
Female,Yes,63,No,Artist,Average,4.0,Cat_6,1.0
Female,No,30,Yes,Healthcare,Low,4.0,Cat_6,4.0
Female,No,25,No,Marketing,Low,2.0,Cat_3,1.0
Female,No,41,Yes,Doctor,Low,1.0,Cat_4,
Male,Yes,82,Yes,Lawyer,High,2.0,Cat_6,1.0
Male,Yes,87,Yes,Lawyer,Low,1.0,Cat_6,3.0
Female,Yes,38,Yes,Homemaker,Average,3.0,Cat_6,8.0
Female,No,40,No,Marketing,Low,1.0,Cat_6,
Male,Yes,41,No,Executive,High,3.0,Cat_4,6.0
Male,Yes,45,Yes,Executive,High,3.0,Cat_7,5.0
Female,No,36,Yes,Artist,Low,1.0,Cat_6,
Female,No,29,No,Healthcare,Low,3.0,Cat_6,1.0
Male,No,21,No,Healthcare,Low,4.0,Cat_2,1.0
Male,Yes,51,Yes,Artist,Average,5.0,Cat_6,
Female,Yes,79,No,Lawyer,High,2.0,Cat_6,
Male,No,22,No,Healthcare,Low,4.0,Cat_6,6.0
Male,Yes,42,No,Executive,Low,2.0,Cat_6,8.0
Male,Yes,47,Yes,Artist,Average,6.0,Cat_7,
Male,No,50,Yes,Artist,Low,3.0,Cat_3,1.0
Male,Yes,53,Yes,Executive,High,5.0,Cat_4,9.0
Female,No,28,,Engineer,Low,3.0,Cat_3,
Male,Yes,38,Yes,Doctor,High,4.0,Cat_7,
Female,No,23,No,Healthcare,Low,4.0,Cat_6,1.0
Female,No,37,Yes,Engineer,Low,,Cat_6,7.0
Female,No,23,No,Healthcare,Low,4.0,Cat_1,
Male,No,27,Yes,Healthcare,Low,5.0,Cat_6,1.0
Male,No,23,No,Healthcare,Low,4.0,Cat_6,1.0
Male,Yes,59,No,Executive,High,2.0,Cat_6,1.0
Male,,43,No,Executive,Average,3.0,Cat_3,
Male,Yes,39,Yes,Executive,High,3.0,Cat_6,3.0
Female,Yes,69,Yes,Artist,High,2.0,Cat_6,1.0
Male,Yes,56,No,Marketing,Average,3.0,Cat_4,1.0
Female,Yes,27,No,Engineer,Average,9.0,Cat_3,1.0
Male,Yes,71,No,Lawyer,High,2.0,Cat_6,1.0
Female,Yes,49,Yes,Artist,Low,2.0,Cat_6,9.0
Male,Yes,74,No,Lawyer,High,2.0,Cat_6,
Female,Yes,87,No,Lawyer,Low,1.0,Cat_6,1.0
Female,No,39,Yes,Doctor,Low,1.0,Cat_3,9.0
Male,Yes,56,No,Executive,High,8.0,Cat_4,1.0
Female,Yes,79,Yes,Lawyer,Low,1.0,Cat_3,
Female,Yes,47,No,Engineer,Low,2.0,Cat_3,10.0
Female,No,28,Yes,Marketing,Low,2.0,Cat_6,
Female,No,43,Yes,Doctor,Low,,Cat_4,
Female,No,32,No,Healthcare,Low,4.0,Cat_6,1.0
Female,Yes,40,Yes,Artist,Average,2.0,Cat_2,9.0
Male,No,28,Yes,Healthcare,Low,6.0,Cat_4,
Female,No,35,No,Artist,Low,1.0,Cat_6,5.0
Male,Yes,35,Yes,Executive,High,4.0,Cat_6,
Male,Yes,50,Yes,Artist,Low,2.0,Cat_6,1.0
Male,No,32,Yes,Healthcare,Low,3.0,Cat_6,1.0
Male,Yes,46,Yes,Doctor,Average,2.0,Cat_6,1.0
Male,No,19,No,Healthcare,Low,,Cat_3,0.0
Female,Yes,74,Yes,Lawyer,High,2.0,Cat_6,1.0
Male,Yes,36,Yes,Executive,High,4.0,Cat_6,
Female,No,33,No,Healthcare,Low,6.0,Cat_3,1.0
Male,No,19,No,Entertainment,Low,6.0,Cat_4,1.0
Male,Yes,28,Yes,Doctor,Low,2.0,Cat_6,
Male,No,51,Yes,Artist,Low,1.0,Cat_6,
Male,No,37,Yes,Engineer,Low,1.0,Cat_6,1.0
Female,No,50,Yes,Artist,Low,3.0,Cat_6,8.0
Male,Yes,77,Yes,Lawyer,Low,1.0,Cat_6,
Female,No,31,No,Healthcare,Low,3.0,Cat_6,4.0
Female,Yes,50,Yes,Healthcare,High,6.0,Cat_5,1.0
Female,No,28,Yes,Artist,Low,4.0,Cat_2,3.0
Male,Yes,28,No,Doctor,Low,2.0,Cat_3,5.0
Female,No,26,Yes,Healthcare,Low,7.0,Cat_2,1.0
Male,Yes,79,No,,Average,2.0,,
Female,Yes,27,No,Entertainment,High,2.0,Cat_6,6.0
Male,Yes,59,Yes,Entertainment,Average,5.0,Cat_3,1.0
Female,No,18,No,Healthcare,Low,3.0,Cat_6,1.0
Female,No,38,No,Doctor,Low,1.0,Cat_6,
Female,Yes,53,Yes,Artist,Average,2.0,Cat_6,8.0
Female,No,32,No,Healthcare,Low,5.0,Cat_4,1.0
Female,Yes,46,Yes,Artist,Low,1.0,Cat_6,1.0
Male,Yes,83,No,Lawyer,Low,1.0,Cat_6,1.0
Female,No,41,Yes,Marketing,Low,1.0,Cat_6,1.0
Female,Yes,28,No,Engineer,Average,2.0,Cat_4,9.0
Male,No,23,No,Healthcare,Low,4.0,Cat_6,9.0
Male,No,42,Yes,Artist,Low,1.0,Cat_3,12.0
Male,No,41,Yes,Artist,Low,1.0,Cat_3,4.0
Female,No,46,Yes,Artist,Low,1.0,Cat_6,9.0
Female,Yes,42,Yes,Artist,Average,4.0,Cat_6,
Male,Yes,35,No,Doctor,Low,2.0,Cat_6,9.0
Male,Yes,41,Yes,Entertainment,Average,2.0,Cat_6,2.0
Male,Yes,65,Yes,Executive,High,2.0,Cat_6,1.0
Male,No,19,No,Healthcare,Low,7.0,Cat_4,1.0
Female,No,52,Yes,Engineer,Low,1.0,Cat_6,3.0
Female,No,42,Yes,Artist,Low,1.0,Cat_4,
Female,Yes,36,No,Executive,Average,5.0,Cat_4,9.0
Male,Yes,46,No,Artist,Average,2.0,,3.0
Male,Yes,50,No,Executive,High,4.0,Cat_6,
Male,Yes,30,No,Artist,Average,2.0,Cat_5,
Female,Yes,38,Yes,Artist,Average,2.0,Cat_6,8.0
Male,Yes,33,No,Artist,Low,4.0,Cat_6,
Female,Yes,45,No,Engineer,Average,7.0,Cat_7,
Female,,31,No,Doctor,Low,4.0,Cat_6,1.0
Female,Yes,41,No,Engineer,Low,2.0,Cat_4,
Female,No,49,Yes,Entertainment,Low,1.0,Cat_3,
Male,Yes,71,Yes,Artist,Average,3.0,Cat_6,6.0
Female,No,71,No,Engineer,Low,1.0,Cat_4,1.0
Female,Yes,45,Yes,Artist,Average,3.0,,1.0
Male,Yes,52,Yes,Artist,Average,2.0,Cat_6,
Female,Yes,38,Yes,Doctor,Average,2.0,Cat_6,
Female,Yes,87,Yes,Artist,High,2.0,Cat_2,1.0
Female,Yes,31,Yes,Engineer,Low,2.0,Cat_6,1.0
Female,No,37,No,Artist,Low,2.0,Cat_6,
Male,Yes,77,Yes,Executive,Low,1.0,Cat_6,1.0
Male,Yes,65,Yes,Executive,High,4.0,Cat_6,
Male,No,29,Yes,Healthcare,Low,6.0,Cat_6,
Male,No,18,No,Healthcare,Low,6.0,Cat_6,0.0
Male,Yes,43,No,Artist,Low,2.0,Cat_6,1.0
Male,Yes,37,Yes,Executive,Average,3.0,Cat_4,
Female,Yes,45,Yes,Executive,High,3.0,Cat_3,1.0
Female,No,33,No,Doctor,Low,1.0,Cat_6,
Male,Yes,52,Yes,Artist,Low,1.0,Cat_6,1.0
Male,Yes,53,No,Entertainment,Average,3.0,Cat_6,10.0
Male,No,42,Yes,Doctor,Low,1.0,Cat_2,8.0
Female,No,36,No,,Low,,Cat_4,
Female,No,21,No,Engineer,Low,5.0,Cat_2,0.0
Male,No,18,No,Healthcare,Low,3.0,Cat_1,0.0
Female,Yes,52,No,Executive,Low,1.0,Cat_3,1.0
Female,No,20,No,Healthcare,Low,3.0,Cat_7,1.0
Male,No,31,No,Healthcare,Low,4.0,Cat_6,
Male,Yes,40,Yes,Artist,High,3.0,Cat_6,3.0
Male,Yes,81,No,Entertainment,Low,1.0,Cat_6,1.0
Female,Yes,43,Yes,Artist,Average,2.0,Cat_6,2.0
Male,Yes,35,Yes,Healthcare,Average,2.0,Cat_6,6.0
Female,No,38,No,Artist,Low,2.0,Cat_6,4.0
Male,No,25,Yes,Entertainment,Low,2.0,Cat_6,
Female,No,30,Yes,Healthcare,Low,5.0,Cat_2,
Female,No,38,Yes,Entertainment,Low,2.0,Cat_6,
Male,No,35,Yes,Entertainment,Low,1.0,Cat_6,13.0
Male,Yes,60,Yes,Artist,Low,1.0,Cat_3,
Female,Yes,67,Yes,Engineer,Low,1.0,Cat_6,1.0
Male,No,26,No,Engineer,Low,1.0,Cat_6,7.0
Male,Yes,33,No,Engineer,Average,2.0,Cat_6,
Male,Yes,72,Yes,Lawyer,High,2.0,Cat_6,1.0
Female,Yes,33,Yes,Healthcare,High,1.0,Cat_5,2.0
Female,No,26,Yes,Artist,Low,4.0,Cat_6,1.0
Female,No,27,No,Artist,Low,6.0,Cat_6,
Male,Yes,70,No,Lawyer,High,2.0,Cat_3,
Female,No,47,Yes,Entertainment,Low,1.0,Cat_6,1.0
Female,No,38,No,Artist,Low,1.0,Cat_6,14.0
Female,Yes,87,Yes,Lawyer,High,2.0,Cat_6,
Male,Yes,74,Yes,Lawyer,Low,1.0,Cat_6,1.0
Female,Yes,50,Yes,Artist,Average,5.0,Cat_2,1.0
Female,No,63,Yes,Healthcare,Low,1.0,Cat_6,3.0
Male,Yes,45,Yes,Entertainment,Average,2.0,Cat_4,
Female,Yes,57,Yes,Artist,High,3.0,Cat_3,
Male,Yes,82,No,Lawyer,High,2.0,Cat_6,1.0
Female,Yes,42,Yes,Artist,Average,2.0,Cat_6,2.0
Male,Yes,46,No,Executive,Average,3.0,Cat_1,
Female,No,18,No,Healthcare,Low,4.0,Cat_6,3.0
Female,Yes,41,Yes,Artist,High,5.0,Cat_7,1.0
Male,Yes,61,Yes,Artist,Average,3.0,Cat_3,1.0
Male,No,25,No,Healthcare,Low,5.0,Cat_4,1.0
Female,No,27,No,Engineer,Low,7.0,Cat_4,1.0
Male,No,27,Yes,Entertainment,Low,1.0,Cat_6,9.0
Male,No,30,,Marketing,Low,1.0,Cat_6,8.0
Male,Yes,36,Yes,Artist,Average,4.0,Cat_6,
Male,Yes,66,No,Executive,Low,2.0,Cat_6,1.0
Female,Yes,49,Yes,Doctor,Average,4.0,Cat_6,1.0
Female,No,25,No,Engineer,Low,1.0,Cat_6,1.0
Female,No,28,Yes,Entertainment,Low,3.0,Cat_6,
Female,No,51,Yes,Artist,Low,1.0,Cat_4,1.0
Male,No,63,Yes,Doctor,Low,1.0,Cat_6,1.0
Male,No,36,Yes,Entertainment,Low,2.0,Cat_6,1.0
Male,,47,Yes,Marketing,High,2.0,Cat_3,
Male,Yes,42,Yes,Artist,Average,2.0,Cat_6,1.0
Male,No,25,No,Marketing,Low,3.0,Cat_5,3.0
Female,,43,No,Engineer,Average,5.0,Cat_4,8.0
Male,Yes,63,Yes,Entertainment,High,2.0,Cat_7,1.0
Female,No,31,No,Healthcare,Low,2.0,Cat_6,
Female,No,30,No,Homemaker,Low,6.0,Cat_6,10.0
Male,Yes,27,Yes,Healthcare,High,2.0,Cat_6,1.0
Male,Yes,82,No,Executive,Low,1.0,Cat_6,1.0
Female,No,18,No,Healthcare,Low,3.0,Cat_6,0.0
Male,Yes,67,No,Lawyer,Average,2.0,Cat_6,1.0
Male,Yes,42,Yes,Artist,Average,4.0,Cat_6,1.0
Female,Yes,46,No,Entertainment,Average,5.0,Cat_4,9.0
Male,Yes,73,No,Executive,High,2.0,Cat_6,
Male,Yes,36,Yes,Artist,Average,2.0,Cat_6,7.0
Female,Yes,57,Yes,Artist,Average,6.0,Cat_3,1.0
Female,Yes,76,No,Lawyer,Low,1.0,Cat_4,
Female,Yes,52,Yes,Artist,Average,3.0,Cat_6,1.0
Male,No,31,Yes,Engineer,Low,4.0,Cat_2,
Female,Yes,48,Yes,Artist,Low,1.0,Cat_4,1.0
Male,No,28,Yes,Healthcare,Low,4.0,Cat_6,
Male,Yes,52,Yes,Entertainment,Low,2.0,Cat_6,1.0
Male,Yes,37,No,Engineer,Average,2.0,Cat_6,
Female,Yes,58,Yes,Engineer,Low,1.0,Cat_3,1.0
Male,No,65,Yes,Executive,Low,3.0,Cat_6,9.0
Male,No,25,Yes,Doctor,Low,2.0,Cat_6,
Female,Yes,69,No,Engineer,Average,4.0,Cat_4,
Female,Yes,56,Yes,,Average,2.0,Cat_6,
Male,,58,No,Executive,High,3.0,Cat_6,
Female,No,22,No,Doctor,Low,4.0,Cat_1,11.0
Female,Yes,37,Yes,Lawyer,High,2.0,Cat_6,1.0
Female,Yes,70,Yes,Lawyer,Low,2.0,Cat_6,
Female,Yes,40,Yes,Engineer,Low,2.0,Cat_2,
Male,Yes,50,Yes,Artist,Low,2.0,Cat_4,
Male,Yes,30,No,Doctor,Average,2.0,Cat_3,11.0
Female,Yes,32,No,Engineer,Low,3.0,Cat_1,5.0
Female,Yes,47,Yes,Engineer,Average,2.0,Cat_6,
Male,Yes,38,Yes,Artist,Low,4.0,Cat_3,
Female,Yes,56,Yes,Artist,High,4.0,Cat_2,1.0
Male,No,19,No,Healthcare,Low,2.0,Cat_6,1.0
Female,No,38,No,Engineer,Low,1.0,Cat_6,
Male,Yes,35,No,Entertainment,Average,4.0,Cat_3,8.0
Female,No,20,No,Healthcare,Low,,Cat_6,1.0
Male,Yes,57,Yes,Entertainment,Low,,Cat_6,1.0
Male,Yes,38,No,Executive,High,5.0,Cat_4,
Female,Yes,48,Yes,Artist,Average,7.0,Cat_6,1.0
Male,Yes,61,Yes,Entertainment,Average,2.0,Cat_6,1.0
Female,Yes,41,Yes,Artist,Average,4.0,Cat_6,11.0
Male,No,39,Yes,Artist,Low,2.0,Cat_3,8.0
Female,Yes,46,Yes,Homemaker,Average,,Cat_6,
Male,Yes,41,No,Artist,Average,6.0,Cat_6,1.0
Female,No,32,Yes,Artist,Low,2.0,Cat_6,1.0
Male,No,22,No,Healthcare,Low,3.0,Cat_7,
Male,Yes,42,Yes,Artist,Average,5.0,Cat_6,
Male,Yes,66,Yes,Artist,High,2.0,Cat_6,1.0
Female,No,36,Yes,Engineer,Low,3.0,Cat_6,7.0
Female,No,28,Yes,Healthcare,Low,3.0,Cat_6,1.0
Male,Yes,47,No,Executive,High,6.0,Cat_6,1.0
Male,Yes,60,Yes,Artist,Low,2.0,Cat_6,1.0
Female,Yes,51,Yes,Artist,Average,5.0,Cat_6,1.0
Male,Yes,50,Yes,Artist,Average,4.0,Cat_2,3.0
Female,No,35,Yes,Healthcare,Low,1.0,Cat_6,9.0
Male,No,26,No,Healthcare,Low,,Cat_5,
Male,Yes,38,No,Doctor,Average,4.0,Cat_6,
Male,Yes,42,Yes,Artist,Low,3.0,Cat_4,
Male,No,37,Yes,Artist,Low,2.0,Cat_6,7.0
Male,Yes,30,No,Executive,High,4.0,Cat_3,4.0
Male,Yes,48,Yes,Entertainment,Low,2.0,Cat_7,6.0
Male,Yes,68,No,Entertainment,Average,2.0,Cat_6,4.0
Female,Yes,42,Yes,Artist,Low,1.0,Cat_6,9.0
Female,No,36,Yes,Entertainment,Low,1.0,Cat_6,7.0
Male,Yes,37,Yes,Artist,Average,2.0,Cat_6,1.0
Female,No,59,Yes,Artist,Low,1.0,Cat_6,1.0
Male,Yes,29,Yes,Healthcare,Low,3.0,Cat_3,1.0
Female,Yes,57,No,Engineer,Low,1.0,Cat_6,
Female,Yes,58,Yes,Doctor,Average,2.0,Cat_6,1.0
Female,Yes,45,Yes,Lawyer,Low,1.0,Cat_6,
Female,No,38,Yes,Artist,Low,7.0,Cat_2,7.0
Male,No,52,Yes,Artist,Low,3.0,Cat_6,
Female,No,47,Yes,Artist,Low,1.0,Cat_1,
Female,No,73,Yes,Artist,Low,1.0,Cat_6,
Male,No,20,No,Healthcare,Low,4.0,Cat_4,2.0
Female,No,19,No,Entertainment,Low,4.0,Cat_6,0.0
Male,No,20,No,Healthcare,Low,3.0,Cat_3,1.0
Female,Yes,58,Yes,Artist,Low,3.0,Cat_3,
Female,Yes,42,Yes,Artist,Low,1.0,Cat_6,5.0
Female,No,28,No,Engineer,Low,7.0,Cat_4,3.0
Male,Yes,42,No,Artist,Low,2.0,Cat_6,6.0
Male,No,23,No,Healthcare,Low,4.0,Cat_6,1.0
Male,Yes,77,Yes,Lawyer,Low,2.0,Cat_3,
Female,Yes,39,Yes,Artist,Low,1.0,Cat_6,3.0
Male,Yes,47,No,Artist,Low,2.0,Cat_6,
Male,Yes,61,Yes,Artist,Low,2.0,Cat_3,
Female,No,28,Yes,Homemaker,Low,1.0,Cat_6,8.0
Male,Yes,57,Yes,Entertainment,Low,2.0,Cat_6,
Male,No,31,Yes,Healthcare,Low,3.0,Cat_6,1.0
Male,Yes,52,Yes,Artist,Average,6.0,Cat_4,
Female,No,37,Yes,Healthcare,Low,2.0,Cat_6,1.0
Female,Yes,36,Yes,Entertainment,Average,3.0,Cat_3,
Female,Yes,62,No,Engineer,Low,1.0,Cat_4,4.0
Female,Yes,47,No,Marketing,Low,1.0,Cat_6,2.0
Female,No,43,Yes,Artist,Low,4.0,Cat_6,2.0
Female,No,27,Yes,Doctor,Low,4.0,Cat_4,1.0
Male,Yes,40,No,,Average,5.0,Cat_3,
Female,Yes,53,Yes,Artist,Average,3.0,Cat_6,
Female,Yes,48,Yes,Entertainment,Low,1.0,Cat_3,
Male,Yes,39,Yes,Entertainment,High,3.0,Cat_6,9.0
Female,No,36,Yes,Artist,Low,1.0,Cat_6,
Female,No,26,No,Healthcare,Low,3.0,Cat_5,6.0
Female,No,53,Yes,Artist,Low,1.0,Cat_6,1.0
Male,Yes,43,Yes,Entertainment,Average,4.0,Cat_4,1.0
Female,No,18,No,Healthcare,Low,5.0,Cat_6,2.0
Male,No,23,No,Healthcare,Low,5.0,Cat_6,4.0
Female,No,46,Yes,Artist,Low,2.0,Cat_6,3.0
Male,Yes,74,Yes,Lawyer,High,2.0,Cat_6,1.0
Male,No,42,No,Executive,Low,3.0,Cat_4,9.0
Female,No,38,Yes,Artist,Low,1.0,Cat_3,9.0
Female,No,39,No,Engineer,Low,1.0,Cat_3,6.0
Male,Yes,78,No,Lawyer,High,2.0,Cat_6,1.0
Female,Yes,46,Yes,Engineer,Low,1.0,Cat_6,1.0
Female,Yes,36,Yes,Artist,Average,3.0,Cat_2,
Female,Yes,31,No,Artist,Low,4.0,Cat_6,1.0
Male,Yes,61,Yes,Artist,Average,2.0,Cat_6,1.0
Male,Yes,43,Yes,Artist,Average,4.0,Cat_4,
Female,No,30,Yes,Artist,Low,5.0,Cat_2,
Female,Yes,43,Yes,Artist,Average,2.0,Cat_1,
Female,Yes,33,Yes,Healthcare,Average,2.0,Cat_6,
Male,No,42,Yes,Artist,Low,2.0,Cat_6,11.0
Female,Yes,81,No,Engineer,High,2.0,Cat_6,
Female,No,25,Yes,Doctor,Low,1.0,Cat_6,3.0
Female,No,31,Yes,Homemaker,Low,1.0,Cat_6,9.0
Female,No,28,Yes,Healthcare,Low,3.0,Cat_6,1.0
Male,Yes,28,Yes,Artist,Average,3.0,Cat_6,
Male,Yes,43,Yes,Doctor,Low,2.0,Cat_6,14.0
Male,Yes,36,No,Executive,High,3.0,Cat_4,2.0
Female,Yes,31,No,Homemaker,Average,2.0,Cat_6,9.0
Male,Yes,51,No,Artist,Low,3.0,Cat_4,4.0
Female,No,30,Yes,Doctor,Low,4.0,Cat_2,1.0
Female,No,21,No,Healthcare,Low,7.0,Cat_2,1.0
Male,Yes,75,Yes,Lawyer,Low,1.0,Cat_6,2.0
Male,No,25,No,Healthcare,Low,2.0,Cat_3,
Male,No,70,No,Entertainment,Low,1.0,Cat_6,
Male,Yes,49,Yes,Artist,Low,1.0,Cat_6,
Female,No,29,Yes,Healthcare,Low,3.0,Cat_4,1.0
Male,No,20,No,Healthcare,Low,4.0,Cat_4,3.0
Male,Yes,59,Yes,Artist,High,4.0,Cat_6,4.0
Female,Yes,35,Yes,Homemaker,Low,,Cat_3,
Male,Yes,49,Yes,Artist,Low,2.0,Cat_6,1.0
Female,Yes,56,Yes,,Low,1.0,Cat_6,1.0
Female,No,40,,Marketing,Low,1.0,Cat_4,6.0
Male,Yes,46,No,Doctor,Average,3.0,Cat_4,
Male,Yes,32,Yes,Doctor,Low,3.0,Cat_6,
Male,Yes,57,Yes,Artist,Average,,Cat_6,1.0
Female,Yes,65,Yes,Lawyer,Low,6.0,Cat_1,2.0
Female,Yes,36,No,Engineer,Low,3.0,Cat_2,
Male,No,43,Yes,Artist,Low,1.0,Cat_6,1.0
Male,No,18,No,Healthcare,Low,6.0,Cat_6,0.0
Male,Yes,50,Yes,Artist,Low,1.0,Cat_6,
Female,Yes,84,No,Lawyer,High,2.0,Cat_6,
Female,Yes,52,Yes,Artist,Average,4.0,Cat_6,7.0
Male,Yes,25,No,Executive,High,3.0,Cat_6,1.0
Female,Yes,48,Yes,Artist,Average,3.0,Cat_6,4.0
Female,Yes,71,No,Artist,High,2.0,Cat_4,
Female,Yes,32,No,Engineer,Low,2.0,Cat_6,3.0
Male,,47,,Executive,Average,5.0,Cat_4,1.0
Male,Yes,43,Yes,Healthcare,High,4.0,Cat_4,1.0
Male,No,31,No,Marketing,Low,1.0,Cat_6,
Male,Yes,35,Yes,Executive,Average,2.0,Cat_6,1.0
Male,Yes,42,Yes,Artist,Average,3.0,Cat_6,9.0
Female,Yes,30,No,Doctor,Average,6.0,Cat_6,1.0
Female,Yes,28,Yes,Healthcare,High,2.0,Cat_6,10.0
Male,Yes,75,Yes,Lawyer,Low,1.0,Cat_6,2.0
Female,No,22,No,Healthcare,Low,4.0,Cat_3,0.0
Male,Yes,30,No,Healthcare,Average,4.0,Cat_6,1.0
Male,Yes,35,Yes,Executive,Average,3.0,Cat_6,
Female,No,26,Yes,Healthcare,Low,3.0,Cat_6,
Male,Yes,72,No,Engineer,Low,1.0,Cat_6,1.0
Male,Yes,35,No,Entertainment,Average,4.0,Cat_6,8.0
Male,,20,No,Healthcare,Low,2.0,Cat_6,0.0
Male,Yes,55,No,Artist,Average,2.0,Cat_6,
Male,Yes,35,Yes,Artist,Average,,Cat_6,
Female,No,20,No,Marketing,Low,2.0,Cat_3,1.0
Female,Yes,48,Yes,Artist,High,4.0,Cat_6,1.0
Male,Yes,35,No,Artist,Average,3.0,Cat_6,9.0
Male,No,22,No,Healthcare,Low,4.0,Cat_4,0.0
Male,Yes,53,Yes,Artist,Average,4.0,Cat_2,1.0
Female,Yes,58,No,Engineer,Average,6.0,Cat_4,
Female,Yes,70,Yes,Homemaker,Low,2.0,Cat_6,3.0
Female,Yes,61,Yes,Artist,Average,4.0,Cat_6,
Female,No,30,Yes,Engineer,Low,4.0,Cat_3,
Male,No,33,No,Healthcare,Low,4.0,Cat_6,1.0
Female,Yes,51,Yes,Doctor,Average,3.0,Cat_1,1.0
Male,Yes,84,Yes,Lawyer,High,2.0,Cat_6,
Male,Yes,18,No,Executive,Average,,Cat_3,
Male,Yes,38,Yes,Entertainment,Average,2.0,Cat_6,1.0
Female,No,22,No,Healthcare,Low,3.0,Cat_2,5.0
Female,Yes,53,Yes,Artist,Average,3.0,Cat_6,8.0
